OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-16837,1008,67.8,Standard Class,Consumer,Office Supplies,14,0,Yes,No,17-11-2012
O-16838,1008,68.88,Standard Class,Consumer,Office Supplies,45,3,Yes,No,05-12-2012
O-16839,1025,50,Standard Class,Corporate,Office Supplies,14,5,Yes,No,03-12-2012
O-16840,1015,103.38,Standard Class,Consumer,Furniture,30,5,Yes,No,13-11-2012
O-16841,1013,82.85,First Class,Consumer,Office Supplies,45,5,Yes,No,18-12-2012
O-16842,1007,22.2,First Class,Corporate,Office Supplies,45,3,Yes,No,13-12-2012
O-16843,1010,16.32,First Class,Consumer,Office Supplies,30,5,Yes,No,29-11-2012
O-16844,1020,28.08,Standard Class,Consumer,Office Supplies,14,5,Yes,No,10-11-2012
O-16845,1013,22.74,Standard Class,Consumer,Office Supplies,45,5,Yes,No,03-12-2012
O-16846,1024,26.37,Second Class,Corporate,Office Supplies,14,0,Yes,No,04-12-2012
O-16847,1008,54.36,Standard Class,Consumer,Office Supplies,30,5,Yes,No,17-11-2012
O-16848,1012,31.97,Standard Class,Corporate,Office Supplies,14,5,Yes,No,24-11-2012
O-16849,1008,23.31,Standard Class,Consumer,Office Supplies,30,3,Yes,No,22-11-2012
O-16852,1025,8.9,Standard Class,Corporate,Office Supplies,30,5,Yes,No,11-12-2012
O-16853,1008,2052.54,Standard Class,Consumer,Technology,45,0,Yes,No,27-11-2012
O-16854,1015,492.4,Standard Class,Consumer,Furniture,30,3,Yes,No,24-11-2012
O-16855,1026,228.53,Standard Class,Corporate,Office Supplies,30,5,Yes,No,08-12-2012
O-16856,1013,434.88,Standard Class,Consumer,Furniture,45,3,Yes,No,11-12-2012
O-16857,1012,384.11,Standard Class,Corporate,Technology,30,5,Yes,No,26-11-2012
O-16859,1013,307.68,Standard Class,Consumer,Technology,45,5,Yes,No,09-12-2012
O-16860,1008,720.36,Standard Class,Consumer,Technology,14,5,Yes,No,28-10-2012
O-16861,1026,223.47,Second Class,Corporate,Technology,14,5,Yes,No,27-11-2012
O-16863,1015,498.53,Standard Class,Consumer,Technology,30,5,Yes,No,15-11-2012
O-16864,1010,246.9,Standard Class,Consumer,Furniture,30,0,Yes,No,06-12-2012
O-16865,1015,158.57,Standard Class,Consumer,Furniture,30,5,Yes,No,19-11-2012
O-16866,1029,149.28,Standard Class,Corporate,Technology,30,0,No,No,04-12-2012
O-16867,1025,112,Standard Class,Corporate,Office Supplies,14,0,Yes,No,04-12-2012
O-16869,1007,131.67,Second Class,Corporate,Furniture,30,5,Yes,No,24-11-2012
O-16870,1010,58.66,Standard Class,Consumer,Office Supplies,30,0,Yes,No,06-12-2012
O-16871,1003,53.34,Standard Class,Corporate,Office Supplies,14,5,Yes,No,25-11-2012
O-16872,1030,48,Standard Class,Corporate,Office Supplies,14,5,Yes,No,22-11-2012
O-16873,1004,24.56,First Class,Consumer,Office Supplies,30,3,No,No,16-11-2012
O-16874,1016,73.16,Standard Class,Corporate,Office Supplies,14,5,Yes,No,18-11-2012
O-16875,1030,77.46,Standard Class,Corporate,Office Supplies,14,3,Yes,No,23-11-2012
O-16876,1007,89.73,Standard Class,Corporate,Office Supplies,14,5,Yes,No,24-11-2012
O-16877,1012,41.72,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-12-2012
O-16878,1010,35.65,Standard Class,Consumer,Office Supplies,45,3,Yes,No,17-12-2012
O-16879,1012,37.28,Standard Class,Corporate,Office Supplies,14,0,Yes,No,02-12-2012
O-16881,1007,42.03,Second Class,Corporate,Office Supplies,45,0,Yes,No,22-12-2012
O-16884,1004,249.58,Standard Class,Consumer,Technology,45,3,Yes,No,11-11-2012
O-16885,1013,8.56,Standard Class,Consumer,Office Supplies,14,5,No,No,02-12-2012
O-16887,1005,3.96,Standard Class,Corporate,Office Supplies,14,5,Yes,No,16-11-2012
O-16888,1016,4.46,Standard Class,Corporate,Office Supplies,45,5,Yes,No,30-11-2012
O-16890,1015,463.18,Same Day,Consumer,Technology,30,3,Yes,No,20-11-2012
O-16891,1014,639,Standard Class,Corporate,Technology,30,3,Yes,No,26-11-2012
O-16892,1029,294.57,Second Class,Corporate,Furniture,14,5,Yes,No,23-11-2012
O-16893,1024,279.54,Standard Class,Corporate,Office Supplies,30,3,Yes,No,10-12-2012
O-16894,1020,773.87,Second Class,Consumer,Furniture,45,0,Yes,No,23-11-2012
O-16895,1024,130.74,Standard Class,Corporate,Technology,14,5,Yes,No,15-11-2012
O-16896,1024,241.5,Standard Class,Corporate,Office Supplies,14,3,No,No,05-12-2012
O-16897,1029,109.32,Standard Class,Corporate,Office Supplies,45,5,Yes,No,03-12-2012
O-16898,1027,102.54,Standard Class,Consumer,Office Supplies,14,5,Yes,No,15-11-2012
O-16899,1031,55.94,Same Day,Consumer,Technology,14,3,Yes,No,02-11-2012
O-16900,1029,98.22,Standard Class,Corporate,Office Supplies,30,5,Yes,No,22-11-2012
O-16901,1024,97.33,Second Class,Corporate,Furniture,14,5,Yes,No,26-11-2012
O-16902,1029,59.58,Standard Class,Corporate,Office Supplies,30,5,Yes,No,03-12-2012
O-16904,1029,61.74,Standard Class,Corporate,Office Supplies,30,5,No,No,10-12-2012
O-16905,1004,11.82,Same Day,Consumer,Technology,14,5,Yes,No,26-10-2012
O-16906,1028,45.12,Second Class,Consumer,Office Supplies,30,5,Yes,No,23-11-2012
O-16907,1004,10.69,Same Day,Consumer,Office Supplies,30,5,Yes,No,12-11-2012
O-16908,1024,32.64,Standard Class,Corporate,Office Supplies,30,3,Yes,No,10-12-2012
O-16911,1012,18.76,Standard Class,Corporate,Office Supplies,14,5,Yes,No,26-11-2012
O-16912,1008,10.04,Same Day,Consumer,Office Supplies,30,5,No,No,24-11-2012
O-16913,1013,1776.54,Standard Class,Consumer,Furniture,45,3,No,No,16-12-2012
O-16914,1016,1640.7,Standard Class,Corporate,Office Supplies,30,0,Yes,No,27-11-2012
O-16915,1029,369.45,Standard Class,Corporate,Technology,14,0,No,No,21-11-2012
O-16916,1008,740.18,Standard Class,Consumer,Furniture,14,5,Yes,No,05-11-2012
O-16917,1015,784.8,Standard Class,Consumer,Furniture,14,5,No,No,16-11-2012
O-16918,1015,468.6,Standard Class,Consumer,Technology,45,5,No,No,30-11-2012
O-16919,1008,398.61,Standard Class,Consumer,Furniture,14,5,Yes,No,05-11-2012
O-16920,1025,289.92,First Class,Corporate,Furniture,14,0,Yes,No,30-11-2012
O-16924,1011,239.97,Standard Class,Corporate,Technology,14,5,Yes,No,10-11-2012
O-16925,1025,217.4,Standard Class,Corporate,Technology,30,5,Yes,No,01-12-2012
O-16926,1029,204.54,Standard Class,Corporate,Technology,14,5,Yes,No,11-11-2012
O-16928,1031,74.76,Standard Class,Consumer,Furniture,45,0,Yes,No,29-11-2012
O-16929,1010,84.3,Second Class,Consumer,Technology,30,0,Yes,No,26-11-2012
O-16930,1015,185.58,Standard Class,Consumer,Office Supplies,14,5,Yes,No,20-11-2012
O-16931,1011,270,Standard Class,Corporate,Technology,30,3,Yes,No,25-11-2012
O-16932,1024,313.56,Standard Class,Corporate,Technology,45,5,Yes,No,06-12-2012
O-16934,1026,114.75,Standard Class,Corporate,Office Supplies,14,5,Yes,No,02-12-2012
O-16935,1024,504.36,Standard Class,Corporate,Technology,30,5,No,No,04-12-2012
O-16937,1015,62.57,Second Class,Consumer,Office Supplies,14,5,Yes,No,21-11-2012
O-16938,1027,47.49,Same Day,Consumer,Office Supplies,30,5,Yes,No,22-11-2012
O-16939,1025,145.32,Standard Class,Corporate,Technology,14,0,Yes,No,03-12-2012
O-16940,1024,101.94,Standard Class,Corporate,Office Supplies,45,5,Yes,No,21-12-2012
O-16942,1015,82.2,Standard Class,Consumer,Office Supplies,14,5,Yes,No,19-11-2012
O-16944,1010,99.97,Standard Class,Consumer,Technology,45,5,Yes,No,29-11-2012
O-16945,1026,54.18,Standard Class,Corporate,Office Supplies,14,5,Yes,No,27-11-2012
O-16946,1010,27.12,Standard Class,Consumer,Office Supplies,30,0,Yes,No,09-12-2012
O-16947,1019,38.28,Standard Class,Corporate,Office Supplies,30,3,Yes,No,24-11-2012
O-16949,1015,17.46,Standard Class,Consumer,Office Supplies,45,5,Yes,No,07-12-2012
O-16950,1010,22.68,Second Class,Consumer,Office Supplies,30,5,Yes,No,08-12-2012
O-16951,1012,19.24,Standard Class,Corporate,Office Supplies,14,5,No,No,04-12-2012
O-16953,1014,15.84,Standard Class,Corporate,Office Supplies,30,5,Yes,No,03-12-2012
O-16954,1006,10.32,Second Class,Consumer,Office Supplies,14,3,Yes,No,08-11-2012
O-16955,1031,1.72,Second Class,Consumer,Office Supplies,14,3,Yes,No,07-11-2012
O-16956,1008,1773.72,Same Day,Consumer,Furniture,30,5,Yes,No,17-11-2012
O-16957,1016,582.34,Same Day,Corporate,Furniture,45,0,Yes,No,11-12-2012
O-16958,1008,353.85,Same Day,Consumer,Office Supplies,14,5,Yes,No,17-11-2012
O-16959,1012,758.96,Standard Class,Corporate,Office Supplies,14,3,Yes,No,03-12-2012
O-16961,1026,224.29,Same Day,Corporate,Office Supplies,14,5,Yes,No,29-11-2012
O-16962,1024,567.45,Standard Class,Corporate,Technology,45,0,Yes,No,20-12-2012
O-16963,1025,374.2,Standard Class,Corporate,Office Supplies,14,0,Yes,No,02-12-2012
O-16964,1012,135.2,First Class,Corporate,Office Supplies,30,5,No,No,14-12-2012
O-16965,1015,68.4,Same Day,Consumer,Office Supplies,45,3,Yes,No,04-12-2012
O-16966,1015,102.69,Same Day,Consumer,Office Supplies,14,0,Yes,No,21-11-2012
O-16967,1008,19.15,First Class,Consumer,Office Supplies,14,5,Yes,No,17-11-2012
O-16968,1025,95.6,Standard Class,Corporate,Furniture,45,5,Yes,No,17-12-2012
O-16969,1012,48.3,Standard Class,Corporate,Office Supplies,14,5,Yes,No,06-12-2012
O-16970,1012,26.76,First Class,Corporate,Office Supplies,45,5,Yes,No,20-12-2012
O-16971,1015,10.68,Same Day,Consumer,Office Supplies,30,5,Yes,No,09-12-2012
O-16974,1025,7.88,Standard Class,Corporate,Office Supplies,30,3,Yes,No,14-12-2012
O-16975,1024,1620.3,First Class,Corporate,Furniture,14,0,Yes,No,29-11-2012
O-16977,1010,986.9,Standard Class,Consumer,Furniture,45,0,Yes,No,12-12-2012
O-16980,1003,507.6,Standard Class,Corporate,Furniture,45,5,Yes,No,30-11-2012
O-16982,1030,255.45,Second Class,Corporate,Office Supplies,45,0,No,No,02-01-2013
O-16983,1008,444.51,Standard Class,Consumer,Furniture,30,5,Yes,No,10-11-2012
O-16985,1025,163.92,First Class,Corporate,Furniture,30,5,Yes,No,06-12-2012
O-16986,1008,281.82,Standard Class,Consumer,Furniture,45,0,No,No,06-12-2012
O-16987,1003,719.85,Second Class,Corporate,Furniture,45,5,Yes,No,17-12-2012
O-16988,1029,163.92,Same Day,Corporate,Office Supplies,45,3,Yes,No,09-12-2012
O-16990,1013,70.7,Second Class,Consumer,Office Supplies,14,5,Yes,No,01-12-2012
O-16992,1012,99.72,Standard Class,Corporate,Office Supplies,30,5,Yes,No,14-12-2012
O-16993,1026,87.48,Standard Class,Corporate,Office Supplies,45,5,Yes,No,25-12-2012
O-16994,1026,103.36,Same Day,Corporate,Office Supplies,30,5,Yes,No,15-12-2012
O-16995,1025,53.68,First Class,Corporate,Office Supplies,14,5,No,No,12-12-2012
O-16997,1012,26.92,Standard Class,Corporate,Office Supplies,14,3,Yes,No,06-12-2012
O-16998,1013,67.22,Standard Class,Consumer,Technology,45,5,Yes,No,11-12-2012
O-16999,1010,46.44,Second Class,Consumer,Office Supplies,14,0,Yes,No,03-12-2012
O-17001,1007,34.38,Same Day,Corporate,Office Supplies,30,3,Yes,No,10-12-2012
O-17004,1015,123.39,Standard Class,Consumer,Technology,45,5,Yes,No,29-11-2012
O-17006,1020,13.11,Second Class,Consumer,Office Supplies,45,3,Yes,No,29-11-2012
O-17007,1004,9.95,Second Class,Consumer,Office Supplies,14,5,Yes,No,05-11-2012
O-17010,1010,12.89,Standard Class,Consumer,Office Supplies,30,5,Yes,No,05-12-2012
O-17011,1015,79.5,Standard Class,Consumer,Technology,45,3,Yes,No,28-11-2012
O-17012,1031,5.18,Standard Class,Consumer,Office Supplies,14,0,Yes,No,10-11-2012
O-17014,1003,762.08,Second Class,Corporate,Furniture,30,5,Yes,No,28-11-2012
O-17016,1012,820.99,Standard Class,Corporate,Technology,30,0,Yes,No,05-12-2012
O-17017,1010,622.62,First Class,Consumer,Technology,45,5,Yes,No,10-12-2012
O-17018,1004,842.35,Second Class,Consumer,Furniture,14,3,Yes,No,03-11-2012
O-17019,1008,385.29,First Class,Consumer,Office Supplies,45,3,No,No,11-12-2012
O-17022,1029,157.68,First Class,Corporate,Office Supplies,30,3,Yes,No,13-12-2012
O-17023,1012,327.41,Standard Class,Corporate,Office Supplies,14,5,Yes,No,25-11-2012
O-17025,1003,118.95,Same Day,Corporate,Office Supplies,14,5,Yes,No,27-11-2012
O-17026,1004,148.32,Second Class,Consumer,Technology,30,5,Yes,No,30-10-2012
O-17027,1024,245.27,Standard Class,Corporate,Technology,45,5,Yes,No,13-12-2012
O-17028,1003,94.08,First Class,Corporate,Office Supplies,30,3,Yes,No,09-12-2012
O-17029,1031,79.36,Second Class,Consumer,Office Supplies,30,0,Yes,No,21-11-2012
O-17030,1007,65.34,Second Class,Corporate,Office Supplies,30,5,Yes,No,03-12-2012
O-17031,1006,33.18,Standard Class,Consumer,Office Supplies,14,3,Yes,No,20-11-2012
O-17032,1006,71.67,Standard Class,Consumer,Technology,30,0,Yes,No,16-11-2012
O-17033,1006,13.26,Second Class,Consumer,Office Supplies,30,5,Yes,No,26-11-2012
O-17034,1024,21.54,First Class,Corporate,Office Supplies,14,0,Yes,No,02-12-2012
O-17035,1004,11.56,Second Class,Consumer,Office Supplies,14,3,Yes,No,14-11-2012
O-17038,1031,11.8,Second Class,Consumer,Office Supplies,30,5,Yes,No,14-11-2012
O-17039,1015,1583.7,First Class,Consumer,Technology,14,5,Yes,No,11-11-2012
O-17041,1008,305.1,First Class,Consumer,Office Supplies,14,5,Yes,No,14-11-2012
O-17042,1029,776.41,Standard Class,Corporate,Technology,45,0,Yes,No,04-12-2012
O-17043,1004,479.98,Standard Class,Consumer,Technology,14,0,Yes,No,08-11-2012
O-17046,1007,170.64,Standard Class,Corporate,Office Supplies,14,5,Yes,No,05-12-2012
O-17048,1007,326.13,Standard Class,Corporate,Office Supplies,14,0,Yes,No,01-12-2012
O-17049,1026,324.06,Standard Class,Corporate,Furniture,14,3,Yes,No,04-12-2012
O-17050,1024,219.32,Standard Class,Corporate,Technology,14,3,Yes,No,25-11-2012
O-17051,1025,445.6,Standard Class,Corporate,Furniture,45,5,Yes,No,16-12-2012
O-17052,1008,195.19,Standard Class,Consumer,Technology,30,0,Yes,No,25-11-2012
O-17053,1021,107.46,Second Class,Corporate,Office Supplies,45,5,Yes,No,23-12-2012
O-17054,1007,101.1,Standard Class,Corporate,Office Supplies,45,3,Yes,No,21-12-2012
O-17056,1015,145.22,Standard Class,Consumer,Office Supplies,30,0,Yes,No,04-12-2012
O-17057,1007,58.02,First Class,Corporate,Office Supplies,30,5,Yes,No,17-12-2012
O-17058,1025,51.2,Second Class,Corporate,Office Supplies,30,5,Yes,No,11-12-2012
O-17059,1022,45.06,Second Class,Corporate,Office Supplies,14,3,Yes,No,13-12-2012
O-17060,1015,46.46,Standard Class,Consumer,Office Supplies,45,3,Yes,No,14-12-2012
O-17062,1024,81.81,Standard Class,Corporate,Office Supplies,30,5,No,No,20-12-2012
O-17063,1006,29.58,Standard Class,Consumer,Technology,30,3,Yes,No,23-11-2012
O-17064,1003,24.12,Standard Class,Corporate,Office Supplies,45,5,Yes,No,14-12-2012
O-17065,1026,30.66,Second Class,Corporate,Office Supplies,45,5,Yes,No,16-12-2012
O-17066,1031,60.74,Standard Class,Consumer,Office Supplies,14,5,Yes,No,09-11-2012
O-17067,1030,16.92,Standard Class,Corporate,Office Supplies,30,5,Yes,No,26-11-2012
O-17070,1007,9.33,Standard Class,Corporate,Office Supplies,45,5,Yes,No,15-12-2012
O-17071,1031,6.08,Standard Class,Consumer,Office Supplies,30,3,Yes,No,23-11-2012
O-17073,1016,3.59,Standard Class,Corporate,Office Supplies,14,3,Yes,No,29-11-2012
O-17074,1013,2146.6,Standard Class,Consumer,Technology,30,0,Yes,No,02-12-2012
O-17077,1008,1431.13,Standard Class,Consumer,Technology,45,5,No,No,10-12-2012
O-17078,1013,561.34,Standard Class,Consumer,Office Supplies,30,0,Yes,No,15-12-2012
O-17080,1010,156.88,First Class,Consumer,Furniture,45,0,No,No,31-12-2012
O-17081,1015,1114.8,Standard Class,Consumer,Technology,14,3,Yes,No,14-11-2012
O-17082,1015,178.09,Standard Class,Consumer,Technology,14,3,No,No,02-12-2012
O-17088,1024,418.2,Standard Class,Corporate,Office Supplies,45,5,Yes,No,27-12-2012
O-17089,1008,234.36,Standard Class,Consumer,Furniture,14,3,Yes,No,16-11-2012
O-17090,1008,126,Standard Class,Consumer,Office Supplies,14,0,Yes,No,20-11-2012
O-17093,1013,54.12,Second Class,Consumer,Office Supplies,14,5,No,No,05-12-2012
O-17095,1010,109.01,Standard Class,Consumer,Technology,14,3,Yes,No,22-11-2012
O-17098,1010,78.66,Standard Class,Consumer,Technology,30,5,Yes,No,25-11-2012
O-17099,1029,54.27,Standard Class,Corporate,Office Supplies,14,0,Yes,No,27-11-2012
O-17101,1027,26.37,Standard Class,Consumer,Furniture,45,0,Yes,No,08-12-2012
O-17103,1012,23.88,Standard Class,Corporate,Office Supplies,45,5,Yes,No,18-12-2012
O-17105,1025,62.12,Standard Class,Corporate,Office Supplies,14,5,Yes,No,11-12-2012
O-17107,1013,37.86,Standard Class,Consumer,Office Supplies,30,3,Yes,No,15-12-2012
O-17109,1006,14.94,Standard Class,Consumer,Office Supplies,14,0,Yes,No,19-11-2012
O-17113,1010,12.82,Standard Class,Consumer,Furniture,14,3,Yes,No,19-11-2012
O-17108,1015,49.25,Standard Class,Consumer,Office Supplies,30,5,Yes,No,28-11-2012
O-17110,1013,8.58,Second Class,Consumer,Office Supplies,30,3,Yes,No,09-12-2012
O-17112,1006,13.68,Standard Class,Consumer,Office Supplies,45,5,Yes,No,27-11-2012
O-17114,1010,25.08,Standard Class,Consumer,Office Supplies,45,5,Yes,No,18-12-2012
O-17115,1013,13.44,Standard Class,Consumer,Office Supplies,45,5,Yes,No,22-12-2012
O-17116,1015,8.15,Standard Class,Consumer,Office Supplies,30,5,No,No,13-12-2012
O-17118,1005,1035.8,Same Day,Corporate,Technology,45,0,Yes,No,16-12-2012
O-17119,1008,1417.36,Standard Class,Consumer,Office Supplies,45,5,Yes,No,01-12-2012
O-17126,1004,253.18,Standard Class,Consumer,Furniture,30,0,Yes,No,16-11-2012
O-17130,1026,327.24,Standard Class,Corporate,Technology,14,0,Yes,No,12-12-2012
O-17133,1024,99.2,Standard Class,Corporate,Technology,14,5,Yes,No,23-11-2012
O-17156,1000,61.25,Standard Class,Consumer,Office Supplies,45,0,Yes,No,14-12-2012
O-17157,1018,10.06,Standard Class,Corporate,Office Supplies,30,5,Yes,No,09-12-2012
O-17120,1029,498.36,Second Class,Corporate,Technology,45,5,Yes,No,04-12-2012
O-17122,1010,946.26,Standard Class,Consumer,Technology,45,5,Yes,No,10-12-2012
O-17123,1011,347.36,Standard Class,Corporate,Furniture,14,5,Yes,No,20-11-2012
O-17124,1008,258.85,Standard Class,Consumer,Technology,30,5,Yes,No,23-11-2012
O-17127,1015,131.01,Standard Class,Consumer,Furniture,14,3,Yes,No,20-11-2012
O-17128,1011,291.1,Standard Class,Corporate,Furniture,45,5,Yes,No,06-12-2012
O-17131,1013,207.06,Standard Class,Consumer,Office Supplies,30,5,Yes,No,10-12-2012
O-17132,1011,105.58,Second Class,Corporate,Technology,14,5,Yes,No,24-11-2012
O-17134,1029,252.54,Second Class,Corporate,Office Supplies,45,0,Yes,No,22-12-2012
O-17135,1024,89.64,Second Class,Corporate,Office Supplies,14,5,Yes,No,06-12-2012
O-17136,1013,24.72,First Class,Consumer,Office Supplies,45,5,No,No,24-12-2012
O-17137,1014,37.08,First Class,Corporate,Office Supplies,30,5,Yes,No,13-12-2012
O-17138,1010,127.68,Standard Class,Consumer,Furniture,30,5,Yes,No,03-12-2012
O-17139,1024,62.61,Standard Class,Corporate,Furniture,30,0,No,No,13-12-2012
O-17140,1015,84.75,Standard Class,Consumer,Office Supplies,30,5,Yes,No,13-12-2012
O-17141,1014,114.96,Standard Class,Corporate,Technology,30,5,Yes,No,17-11-2012
O-17143,1008,59.71,Standard Class,Consumer,Office Supplies,14,3,Yes,No,23-11-2012
O-17145,1011,158.99,Standard Class,Corporate,Technology,45,5,Yes,No,06-12-2012
O-17146,1015,43.06,Standard Class,Consumer,Office Supplies,14,5,Yes,No,01-12-2012
O-17149,1005,15.55,Standard Class,Corporate,Office Supplies,30,3,Yes,No,08-12-2012
O-17150,1010,15.95,Standard Class,Consumer,Office Supplies,30,5,Yes,No,12-12-2012
O-17152,1008,22.71,Standard Class,Consumer,Office Supplies,45,5,Yes,No,07-12-2012
O-17153,1013,16.32,Standard Class,Consumer,Office Supplies,45,5,Yes,No,17-12-2012
O-17154,1010,19.68,Standard Class,Consumer,Office Supplies,45,5,Yes,No,22-12-2012
O-17155,1008,33.37,Standard Class,Consumer,Office Supplies,14,3,No,No,26-11-2012
O-17159,1005,5.76,Standard Class,Corporate,Office Supplies,30,3,Yes,No,13-12-2012
O-17162,1020,1362.72,Standard Class,Consumer,Furniture,45,3,Yes,No,23-11-2012
O-17182,1028,21.72,Standard Class,Consumer,Office Supplies,45,5,Yes,No,12-12-2012
O-17160,1031,1295.84,Same Day,Consumer,Technology,45,5,Yes,No,16-11-2012
O-17161,1031,425.83,Same Day,Consumer,Furniture,14,5,Yes,No,10-11-2012
O-17163,1004,323.14,Same Day,Consumer,Furniture,14,3,Yes,No,09-11-2012
O-17164,1031,398.35,Same Day,Consumer,Office Supplies,14,3,Yes,No,17-11-2012
O-17165,1029,724.8,Standard Class,Corporate,Furniture,45,0,Yes,No,07-12-2012
O-17167,1020,244.8,Standard Class,Consumer,Office Supplies,30,5,Yes,No,23-11-2012
O-17169,1025,221.4,Standard Class,Corporate,Technology,14,5,No,No,02-12-2012
O-17170,1012,95.12,First Class,Corporate,Technology,30,0,Yes,No,16-12-2012
O-17171,1020,173.34,Standard Class,Consumer,Office Supplies,30,5,Yes,No,26-11-2012
O-17172,1008,102.15,First Class,Consumer,Office Supplies,45,5,Yes,No,04-12-2012
O-17173,1004,46.84,Same Day,Consumer,Office Supplies,14,5,Yes,No,07-11-2012
O-17174,1012,60.6,First Class,Corporate,Office Supplies,30,3,Yes,No,20-12-2012
O-17176,1004,29.7,Same Day,Consumer,Office Supplies,30,0,Yes,No,03-12-2012
O-17179,1008,27.49,Standard Class,Consumer,Office Supplies,45,0,Yes,No,15-12-2012
O-17183,1031,5.04,Same Day,Consumer,Office Supplies,14,5,Yes,No,09-11-2012
O-17184,1008,9.06,Standard Class,Consumer,Office Supplies,14,3,Yes,No,16-11-2012
O-17185,1015,17.08,Standard Class,Consumer,Office Supplies,45,5,Yes,No,11-12-2012
O-17186,1012,16.56,Standard Class,Corporate,Office Supplies,30,3,Yes,No,13-12-2012
O-17200,1016,131.9,Standard Class,Corporate,Office Supplies,30,5,Yes,No,10-12-2012
O-17204,1007,140.76,Standard Class,Corporate,Office Supplies,30,5,Yes,No,20-12-2012
O-17188,1028,820.44,First Class,Consumer,Furniture,45,0,Yes,No,12-12-2012
O-17189,1015,1140.48,Standard Class,Consumer,Technology,14,0,Yes,No,21-11-2012
O-17190,1005,299.9,Second Class,Corporate,Technology,45,5,Yes,No,08-12-2012
O-17191,1006,196.98,First Class,Consumer,Office Supplies,14,3,Yes,No,27-11-2012
O-17193,1011,718.64,Standard Class,Corporate,Office Supplies,30,3,Yes,No,18-12-2012
O-17195,1012,92.95,Second Class,Corporate,Office Supplies,45,0,Yes,No,04-01-2013
O-17197,1012,56.92,Second Class,Corporate,Office Supplies,30,5,No,No,25-12-2012
O-17198,1020,93.06,First Class,Consumer,Technology,45,5,No,No,05-12-2012
O-17199,1006,96.9,First Class,Consumer,Office Supplies,30,0,Yes,No,04-12-2012
O-17202,1005,203.88,Standard Class,Corporate,Office Supplies,45,5,Yes,No,21-12-2012
O-17203,1011,146.54,Standard Class,Corporate,Office Supplies,30,3,Yes,No,08-12-2012
O-17207,1006,84.42,First Class,Consumer,Technology,30,0,Yes,No,22-11-2012
O-17209,1005,14.3,Standard Class,Corporate,Office Supplies,30,3,Yes,No,07-12-2012
O-17210,1029,7.88,Second Class,Corporate,Office Supplies,14,0,Yes,No,04-12-2012
O-17215,1019,439.99,Second Class,Corporate,Technology,45,5,Yes,No,10-12-2012
O-17211,1015,565.51,First Class,Consumer,Technology,45,0,Yes,No,16-12-2012
O-17213,1031,447.93,Same Day,Consumer,Technology,45,5,No,No,27-11-2012
O-17214,1012,1169.36,Standard Class,Corporate,Furniture,45,3,Yes,No,21-12-2012
O-17216,1004,182.91,First Class,Consumer,Office Supplies,14,0,Yes,No,14-11-2012
O-17217,1029,293.04,Standard Class,Corporate,Technology,30,3,No,No,16-12-2012
O-17218,1016,210.84,Standard Class,Corporate,Office Supplies,45,5,Yes,No,16-12-2012
O-17221,1025,200.54,Standard Class,Corporate,Furniture,45,0,Yes,No,28-12-2012
O-17222,1015,80.55,Standard Class,Consumer,Office Supplies,14,5,Yes,No,17-11-2012
O-17224,1025,84.12,Second Class,Corporate,Furniture,30,5,Yes,No,11-12-2012
O-17226,1019,59.99,Second Class,Corporate,Technology,30,5,Yes,No,17-11-2012
O-17227,1019,87.96,Second Class,Corporate,Technology,14,3,No,No,22-11-2012
O-17228,1024,382.98,Standard Class,Corporate,Technology,30,5,Yes,No,06-12-2012
O-17230,1029,59.22,Standard Class,Corporate,Office Supplies,14,0,Yes,No,03-12-2012
O-17231,1005,33.4,Standard Class,Corporate,Office Supplies,30,3,Yes,No,13-12-2012
O-17232,1029,59.82,Standard Class,Corporate,Office Supplies,45,5,Yes,No,26-12-2012
O-17233,1024,72.95,Standard Class,Corporate,Office Supplies,45,5,Yes,No,04-01-2013
O-17234,1004,2.78,Second Class,Consumer,Office Supplies,14,0,Yes,No,19-11-2012
O-17235,1019,15.49,Second Class,Corporate,Furniture,30,0,No,No,09-12-2012
O-17236,1029,2991.1,Standard Class,Corporate,Technology,14,5,Yes,No,20-11-2012
O-17237,1026,1168.83,Standard Class,Corporate,Technology,45,3,Yes,No,20-12-2012
O-17238,1020,1494.6,Standard Class,Consumer,Technology,14,3,Yes,No,07-11-2012
O-17239,1013,323.79,First Class,Consumer,Technology,45,5,No,No,26-12-2012
O-17240,1004,327.56,Second Class,Consumer,Furniture,45,0,Yes,No,01-12-2012
O-17241,1010,276.8,Standard Class,Consumer,Furniture,45,0,Yes,No,19-12-2012
O-17242,1024,532.56,Standard Class,Corporate,Technology,14,5,Yes,No,02-12-2012
O-17243,1024,164.13,Second Class,Corporate,Furniture,30,5,Yes,No,02-12-2012
O-17244,1012,190.88,Second Class,Corporate,Technology,45,5,Yes,No,19-12-2012
O-17245,1024,119.27,Standard Class,Corporate,Technology,30,3,Yes,No,02-12-2012
O-17246,1003,342.54,Standard Class,Corporate,Furniture,45,5,Yes,No,10-12-2012
O-17247,1012,112.86,Standard Class,Corporate,Office Supplies,30,3,No,No,27-12-2012
O-17248,1019,35.36,First Class,Corporate,Technology,14,3,Yes,No,15-11-2012
