Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C5117,2,9,15,3,0.47,47,28,Male,South
C7713,13,31,20,19,0.47,47,19,Male,West
C7259,7,19,16,10,0.48,48,22,Male,West
C4227,12,29,22,18,0.48,48,28,Female,South
C9019,14,33,29,21,0.48,48,26,Female,West
C4821,6,17,22,9,0.48,48,29,Male,South
C9286,10,25,34,15,0.48,48,19,Male,North
C1175,12,29,21,18,0.48,48,24,Female,East
C6975,4,13,21,6,0.48,48,19,Female,West
C8645,15,35,15,22,0.48,48,21,Male,West
C2543,2,9,27,3,0.48,48,20,Male,North
C3924,11,27,11,16,0.48,48,21,Female,North
C8145,13,31,21,19,0.48,48,23,Male,West
C8629,1,7,23,1,0.48,48,27,Male,West
C9680,6,17,31,9,0.48,48,25,Female,West
C8559,2,9,20,3,0.48,48,19,Female,South
C10729,15,35,16,22,0.48,48,22,Female,North
C1384,3,11,25,4,0.48,48,19,Female,North
C5948,14,33,18,21,0.48,48,30,Female,West
C6128,8,21,21,12,0.48,48,19,Female,South
C9267,11,27,32,16,0.48,48,26,Female,West
C3874,10,25,23,15,0.48,48,25,Female,East
C8533,8,21,17,12,0.48,48,21,Male,East
C10005,1,7,15,1,0.48,48,24,Male,West
C3713,8,21,17,12,0.48,48,28,Male,North
C8220,15,35,29,22,0.48,48,18,Male,South
C8858,11,27,26,16,0.48,48,23,Male,North
C9522,10,25,15,15,0.48,48,25,Female,North
C3444,2,9,19,3,0.48,48,19,Female,South
C3671,9,23,14,13,0.48,48,20,Male,South
C6897,13,31,20,19,0.48,48,27,Female,North
C6976,10,25,25,15,0.48,48,30,Female,East
C5460,10,25,24,15,0.48,48,18,Female,West
C7299,15,35,20,22,0.48,48,20,Female,North
C7913,12,29,30,18,0.48,48,28,Female,South
C8396,12,29,24,18,0.48,48,28,Male,West
C10361,3,11,28,4,0.48,48,25,Male,West
C1337,2,9,22,3,0.48,48,21,Male,North
C6288,8,21,22,12,0.48,48,27,Female,North
C6409,12,29,24,18,0.48,48,23,Male,North
C9591,3,11,22,4,0.48,48,29,Male,North
C7134,6,17,13,9,0.48,48,21,Female,South
C3062,4,13,29,6,0.48,48,25,Male,South
C5213,10,25,21,15,0.48,48,22,Female,East
C5908,3,11,11,4,0.48,48,26,Female,West
C10961,3,11,24,4,0.48,48,24,Male,South
C3424,14,33,23,21,0.48,48,27,Male,North
C6516,1,7,21,1,0.48,48,22,Male,West
C9114,5,15,17,7,0.48,48,22,Male,South
C1308,10,25,15,15,0.48,48,27,Female,West
C3119,4,13,33,6,0.48,48,27,Female,West
C6441,9,23,25,13,0.48,48,22,Female,West
C9661,6,17,19,9,0.48,48,24,Male,West
C2509,9,23,15,13,0.48,48,21,Male,North
C2172,7,19,22,10,0.48,48,20,Male,East
C6491,13,31,29,19,0.48,48,22,Male,West
C10490,13,31,19,19,0.48,48,26,Male,South
C6228,2,9,20,3,0.48,48,29,Male,South
C5535,1,7,25,1,0.48,48,27,Female,South
C7540,7,19,21,10,0.48,48,27,Male,North
C10191,11,27,18,16,0.48,48,18,Female,East
C1540,4,13,19,6,0.48,48,18,Female,East
C3377,6,17,30,9,0.48,48,28,Female,West
C4520,12,29,28,18,0.48,48,22,Male,North
C6797,5,15,19,7,0.48,48,26,Male,West
C11024,11,27,20,16,0.48,48,19,Female,North
C8161,8,21,32,12,0.48,48,21,Female,South
C9505,14,33,24,21,0.48,48,25,Male,West
C4729,1,7,18,1,0.48,48,26,Female,South
C8569,10,25,30,15,0.48,48,27,Male,East
C1199,14,33,17,21,0.48,48,26,Male,East
C1579,6,17,32,9,0.48,48,25,Female,West
C3103,15,35,21,22,0.48,48,18,Female,South
C4295,4,13,16,6,0.48,48,18,Female,North
C4863,10,25,14,15,0.48,48,29,Female,West
C7332,5,15,20,7,0.48,48,25,Female,South
C4391,7,19,32,10,0.48,48,29,Male,West
C3202,6,17,16,9,0.48,48,30,Male,North
C6743,1,7,21,1,0.48,48,19,Female,North
C8178,11,27,24,16,0.48,48,19,Male,North
C5310,2,9,38,3,0.48,48,28,Female,North
C7101,9,23,17,13,0.48,48,28,Female,South
C10769,14,33,16,21,0.48,48,24,Female,North
C8479,6,17,31,9,0.48,48,22,Male,South
C6151,12,29,16,18,0.48,48,22,Male,West
C3435,9,23,22,13,0.48,48,25,Male,North
C3989,7,19,22,10,0.48,48,23,Male,North
C8334,11,27,20,16,0.48,48,29,Male,North
C6371,15,35,35,22,0.48,48,22,Male,East
C3229,3,11,21,4,0.48,48,21,Female,West
C3537,1,7,19,1,0.48,48,23,Female,North
C3347,2,9,20,3,0.48,48,24,Male,East
C3848,15,35,29,22,0.48,48,20,Female,West
C6632,2,9,13,3,0.48,48,19,Male,South
C10871,8,21,27,12,0.48,48,20,Male,West
C1118,6,17,23,9,0.48,48,28,Male,South
C5350,14,33,31,21,0.48,48,26,Male,North
C5484,12,29,29,18,0.48,48,20,Male,North
C1058,1,7,11,1,0.48,48,29,Male,South
C4296,3,11,13,4,0.48,48,30,Female,North
C7055,2,9,18,3,0.48,48,24,Female,South
C9094,6,17,31,9,0.48,48,25,Male,West
C3209,1,7,30,1,0.48,48,20,Male,North
C2854,6,17,19,9,0.48,48,30,Male,South
C2743,8,21,20,12,0.48,48,18,Female,West
C4937,3,11,25,4,0.48,48,29,Female,South
C10371,1,7,21,1,0.48,48,27,Female,East
C6169,1,7,32,1,0.48,48,26,Male,West
C7584,8,21,24,12,0.48,48,28,Male,South
C7589,4,13,30,6,0.48,48,23,Male,West
C8106,4,13,23,6,0.48,48,20,Female,South
C1886,13,31,16,19,0.48,48,21,Female,West
C2734,11,27,36,16,0.48,48,22,Male,West
C8009,13,31,23,19,0.48,48,19,Male,South
C7114,13,31,17,19,0.48,48,23,Male,West
C7347,14,33,22,21,0.48,48,23,Male,North
C9021,8,21,32,12,0.48,48,21,Female,West
C2294,3,11,24,4,0.48,48,29,Male,North
C9399,4,13,17,6,0.48,48,20,Female,East
C9686,13,31,16,19,0.48,48,29,Male,West
C10641,14,33,19,21,0.48,48,20,Female,West
C1204,4,13,33,6,0.48,48,23,Male,West
C2129,9,23,16,13,0.48,48,30,Male,North
C10618,14,33,21,21,0.48,48,18,Female,South
C2421,1,7,17,1,0.48,48,26,Female,North
C2989,13,31,16,19,0.48,48,30,Male,West
C1038,15,35,18,22,0.49,49,29,Male,South
C10097,7,19,34,10,0.49,49,29,Female,North
C6824,3,11,28,4,0.49,49,18,Male,West
C9163,10,25,35,15,0.49,49,27,Male,North
C9720,15,35,14,22,0.49,49,27,Male,East
C9993,7,19,17,10,0.49,49,21,Female,West
C3831,13,31,11,19,0.49,49,26,Female,North
C2210,14,33,29,21,0.49,49,26,Male,West
C5816,14,33,29,21,0.49,49,27,Female,East
C3736,9,23,22,13,0.49,49,19,Female,West
C10003,13,31,23,19,0.49,49,25,Male,South
C6880,10,25,13,15,0.49,49,22,Female,West
C8398,13,31,16,19,0.49,49,21,Female,South
C2058,12,29,32,18,0.49,49,27,Male,East
C7867,5,15,23,7,0.49,49,22,Male,East
C1219,13,31,20,19,0.49,49,24,Female,West
C2718,8,21,37,12,0.49,49,21,Male,South
C7711,5,15,14,7,0.49,49,30,Female,South
C10486,12,29,31,18,0.49,49,27,Male,West
C1991,6,17,19,9,0.49,49,24,Female,North
C9804,11,27,33,16,0.49,49,23,Female,East
C10382,6,17,15,9,0.49,49,26,Male,West
C4436,8,21,34,12,0.49,49,25,Male,West
C5954,2,9,19,3,0.49,49,26,Male,North
C6624,4,13,15,6,0.49,49,24,Female,South
C8696,10,25,25,15,0.49,49,23,Male,West
C8136,5,15,33,7,0.49,49,26,Male,North
C2001,10,25,27,15,0.49,49,24,Male,West
C5898,4,13,26,6,0.49,49,29,Female,South
C8674,13,31,15,19,0.49,49,28,Female,West
C2759,9,23,24,13,0.49,49,20,Female,West
C1581,10,25,24,15,0.49,49,20,Male,West
C6437,2,9,16,3,0.49,49,28,Female,South
C9437,3,11,24,4,0.49,49,29,Female,South
C6581,4,13,24,6,0.49,49,20,Female,East
C2897,15,35,23,22,0.49,49,23,Female,West
C3634,13,31,22,19,0.49,49,20,Female,South
C1622,8,21,34,12,0.49,49,24,Male,North
C4246,11,27,16,16,0.49,49,20,Female,West
C10680,12,29,22,18,0.49,49,22,Female,North
C2188,12,29,33,18,0.49,49,19,Female,West
C6183,13,31,17,19,0.49,49,19,Male,West
C2530,2,9,25,3,0.49,49,28,Male,North
C8834,5,15,23,7,0.49,49,27,Male,West
C10213,5,15,25,7,0.49,49,18,Male,North
C9771,11,27,19,16,0.49,49,28,Male,South
C6918,7,19,16,10,0.49,49,27,Female,North
C8678,10,25,29,15,0.49,49,29,Male,South
C3994,6,17,35,9,0.49,49,28,Female,North
C6534,13,31,28,19,0.49,49,27,Female,West
C8823,4,13,32,6,0.49,49,18,Female,East
C6543,10,25,20,15,0.49,49,21,Female,West
C3311,13,31,14,19,0.49,49,28,Male,West
C4923,15,35,33,22,0.49,49,19,Male,West
C3620,13,31,25,19,0.49,49,28,Male,West
C3289,1,7,22,1,0.49,49,19,Female,South
C8493,11,27,17,16,0.49,49,22,Female,West
C11040,15,35,23,22,0.49,49,24,Female,North
C1408,12,29,24,18,0.49,49,30,Male,South
C5488,1,7,31,1,0.49,49,23,Male,North
C8462,7,19,32,10,0.49,49,21,Female,West
C9052,6,17,16,9,0.49,49,19,Female,North
C5902,2,9,13,3,0.49,49,22,Male,East
C8094,9,23,19,13,0.49,49,20,Female,West
C2336,13,31,21,19,0.49,49,25,Female,North
C3034,12,29,23,18,0.49,49,29,Female,North
C9844,7,19,25,10,0.49,49,29,Male,North
C2981,13,31,31,19,0.49,49,19,Female,South
C5372,15,35,23,22,0.49,49,30,Male,South
C7914,7,19,23,10,0.49,49,22,Female,North
C5420,7,19,27,10,0.49,49,25,Male,North
C8793,10,25,20,15,0.49,49,23,Male,West
C10022,6,17,22,9,0.49,49,27,Female,North
C4015,5,15,36,7,0.49,49,21,Female,North
C1072,1,7,20,1,0.49,49,30,Male,North
C1930,1,7,17,1,0.49,49,21,Female,West
C1984,14,33,21,21,0.49,49,26,Female,North
C3812,5,15,18,7,0.49,49,25,Male,West
C6341,4,13,15,6,0.49,49,30,Female,South
C2094,15,35,17,22,0.49,49,22,Female,West
C3519,7,19,13,10,0.49,49,23,Male,West
C7527,13,31,15,19,0.49,49,18,Female,North
C4914,14,33,15,21,0.49,49,24,Male,West
C5363,1,7,23,1,0.49,49,26,Male,South
C4689,8,21,24,12,0.49,49,21,Male,North
C9751,7,19,17,10,0.49,49,26,Female,South
C3157,15,35,19,22,0.49,49,28,Female,North
C10122,14,33,20,21,0.49,49,18,Male,East
C10674,2,9,28,3,0.49,49,23,Female,West
C6066,2,9,27,3,0.49,49,25,Female,East
C8292,14,33,18,21,0.49,49,28,Female,West
C1634,7,19,28,10,0.49,49,30,Male,North
C10999,11,27,26,16,0.49,49,19,Female,West
C1444,15,35,28,22,0.49,49,30,Female,South
C7666,10,25,17,15,0.49,49,22,Male,West
C9038,10,25,20,15,0.49,49,22,Male,South
C5667,2,9,22,3,0.49,49,25,Female,North
C10497,11,27,20,16,0.49,49,21,Male,North
C3177,7,19,10,10,0.49,49,26,Male,North
C3606,9,23,35,13,0.49,49,21,Male,East
C10224,2,9,30,3,0.49,49,24,Female,West
C1311,14,33,33,21,0.49,49,23,Male,South
C6933,15,35,27,22,0.49,49,23,Male,West
C2606,3,11,16,4,0.49,49,22,Female,South
C4320,4,13,30,6,0.49,49,20,Female,West
C9200,1,7,39,1,0.49,49,30,Male,West
C7206,9,23,19,13,0.49,49,20,Female,South
C8299,2,9,28,3,0.49,49,25,Female,West
C10726,4,13,20,6,0.49,49,25,Male,South
C5761,15,35,18,22,0.49,49,26,Female,East
C5895,10,25,13,15,0.49,49,27,Female,West
C8742,5,15,24,7,0.49,49,23,Female,South
C10480,7,19,35,10,0.49,49,20,Male,West
C8181,1,7,37,1,0.49,49,28,Male,North
C9322,14,33,14,21,0.49,49,27,Female,North
C2564,6,17,19,9,0.49,49,23,Male,South
C2229,9,23,29,14,0.5,50,19,Female,West
C5109,2,9,22,3,0.5,50,26,Male,South
C7871,7,19,29,11,0.5,50,19,Female,West
C10136,2,9,21,3,0.5,50,27,Female,North
C5399,14,33,19,21,0.5,50,22,Male,South
C6177,8,21,29,12,0.5,50,21,Male,North
C6936,12,29,30,18,0.5,50,27,Female,West
C1957,11,27,28,17,0.5,50,28,Male,South
C8603,3,11,15,5,0.5,50,28,Female,South
C3190,7,19,33,11,0.5,50,25,Male,West
C2245,11,27,35,17,0.5,50,27,Female,North
C3127,6,17,23,9,0.5,50,30,Female,East
C3695,1,7,21,2,0.5,50,18,Female,West
C3445,8,21,11,12,0.5,50,23,Female,West
C4671,9,23,15,14,0.5,50,30,Male,West
C9444,11,27,17,17,0.5,50,23,Male,North
C10693,11,27,22,17,0.5,50,29,Female,West
C4048,8,21,18,12,0.5,50,25,Male,South
C5539,6,17,24,9,0.5,50,19,Female,West
C8821,1,7,21,2,0.5,50,29,Female,East
C10002,4,13,23,6,0.5,50,27,Male,West
C2784,2,9,22,3,0.5,50,24,Male,South
C3668,3,11,26,5,0.5,50,18,Female,West
C5102,14,33,21,21,0.5,50,28,Female,West
C3759,8,21,12,12,0.5,50,29,Female,North
C5593,1,7,26,2,0.5,50,29,Female,West
C9574,9,23,14,14,0.5,50,23,Female,West
C2640,9,23,19,14,0.5,50,25,Female,West
C2922,3,11,14,5,0.5,50,24,Male,West
C9189,2,9,14,3,0.5,50,25,Female,South
C9247,3,11,23,5,0.5,50,24,Male,North
C10500,6,17,30,9,0.5,50,30,Female,South
C4740,1,7,19,2,0.5,50,30,Female,West
C7151,14,33,27,21,0.5,50,24,Male,West
C9043,13,31,20,20,0.5,50,29,Male,South
C2691,15,35,22,23,0.5,50,19,Female,South
C3358,2,9,14,3,0.5,50,22,Male,East
C6995,6,17,23,9,0.5,50,28,Male,East
C3192,6,17,30,9,0.5,50,28,Female,West
C6862,14,33,19,21,0.5,50,19,Male,South
C9002,6,17,24,9,0.5,50,28,Female,East
C10216,6,17,22,9,0.5,50,20,Female,West
C10727,9,23,20,14,0.5,50,27,Female,South
C2852,6,17,29,9,0.5,50,23,Male,West
C8115,14,33,33,21,0.5,50,24,Male,North
C10044,14,33,38,21,0.5,50,26,Female,West
C10976,9,23,22,14,0.5,50,24,Female,East
C5666,6,17,26,9,0.5,50,27,Female,West
C4795,12,29,28,18,0.5,50,19,Male,North
C2838,13,31,22,20,0.5,50,19,Male,South
C2987,12,29,34,18,0.5,50,22,Male,West
C6644,3,11,17,5,0.5,50,18,Male,North
C5218,8,21,30,12,0.5,50,20,Female,West
C7690,9,23,13,14,0.5,50,29,Female,East
C2683,9,23,20,14,0.5,50,19,Male,East
C5442,1,7,22,2,0.5,50,24,Male,West
C7523,1,7,27,2,0.5,50,19,Female,North
C2226,12,29,19,18,0.5,50,19,Female,North
C8799,15,35,27,23,0.5,50,28,Female,South
C5107,11,27,28,17,0.5,50,23,Female,South
C7706,14,33,15,21,0.5,50,24,Male,West
C7743,5,15,37,8,0.5,50,26,Male,South
C9222,13,31,34,20,0.5,50,25,Female,South
C9877,13,31,28,20,0.5,50,23,Female,South
C6137,2,9,17,3,0.5,50,19,Female,West
C6334,11,27,26,17,0.5,50,25,Male,West
C6292,8,21,22,12,0.5,50,28,Female,North
C8713,4,13,21,6,0.5,50,22,Female,East
C10024,1,7,19,2,0.5,50,19,Female,East
C10235,1,7,27,2,0.5,50,29,Female,East
C3795,2,9,11,3,0.5,50,21,Female,West
C4820,5,15,29,8,0.5,50,20,Female,South
C3140,1,7,19,2,0.5,50,30,Male,East
C1301,15,35,24,23,0.5,50,18,Male,West
C5950,7,19,25,11,0.5,50,23,Female,North
C2253,15,35,16,23,0.5,50,27,Male,North
C2487,6,17,22,9,0.5,50,23,Female,South
C5842,6,17,25,9,0.5,50,22,Female,South
C8007,12,29,25,18,0.5,50,20,Female,West
C6090,5,15,20,8,0.5,50,24,Male,South
C4643,3,11,30,5,0.5,50,18,Male,South
C10948,7,19,23,11,0.5,50,18,Male,West
C3391,13,31,34,20,0.5,50,24,Male,West
C8212,10,25,22,15,0.5,50,25,Female,South
C2236,8,21,23,12,0.5,50,29,Female,West
C4120,10,25,17,15,0.5,50,22,Male,South
C7156,1,7,39,2,0.5,50,29,Male,South
C7609,5,15,12,8,0.5,50,20,Male,East
C4368,10,25,17,15,0.5,50,23,Male,West
C8027,4,13,13,6,0.5,50,27,Male,East
C10891,14,33,17,21,0.5,50,26,Female,West
C5533,8,21,19,12,0.5,50,28,Male,South
C3328,14,33,34,21,0.5,50,21,Male,North
C3863,2,9,17,3,0.5,50,30,Male,East
C2140,12,29,36,18,0.5,50,25,Female,West
C7885,7,19,23,11,0.5,50,27,Male,South
C8093,10,25,16,15,0.5,50,23,Male,West
C7571,12,29,18,18,0.5,50,19,Female,West
C8623,9,23,22,14,0.5,50,25,Female,West
C1568,4,13,27,6,0.5,50,28,Male,North
C6649,8,21,30,12,0.5,50,30,Female,West
C2092,15,35,20,23,0.5,50,26,Male,South
C10197,6,17,13,9,0.5,50,21,Male,North
C6277,10,25,18,15,0.5,50,25,Female,West
C4338,1,7,20,2,0.5,50,24,Male,North
C7558,10,25,36,15,0.5,50,18,Male,West
C9590,3,11,17,5,0.5,50,29,Female,North
C5581,5,15,13,8,0.5,50,22,Male,West
C5691,15,35,27,23,0.5,50,22,Male,West
C6142,14,33,18,21,0.5,50,25,Male,West
C1144,10,25,10,15,0.5,50,29,Female,West
C4563,6,17,17,9,0.5,50,25,Female,South
C6762,12,29,25,18,0.5,50,23,Male,West
C10567,1,7,11,2,0.5,50,22,Male,South
C3824,13,31,18,20,0.51,51,19,Male,South
C5328,7,19,17,11,0.51,51,27,Male,North
C6096,1,7,23,2,0.51,51,29,Female,East
C1047,8,21,20,12,0.51,51,26,Male,West
C6602,4,13,27,6,0.51,51,27,Male,East
C6284,15,35,16,23,0.51,51,30,Male,West
C3604,2,9,16,3,0.51,51,27,Female,South
C10209,5,15,19,8,0.51,51,23,Female,South
C2291,1,7,23,2,0.51,51,28,Male,South
C10566,15,35,30,23,0.51,51,21,Male,West
C2104,12,29,18,18,0.51,51,18,Female,West
C7367,4,13,18,6,0.51,51,25,Male,North
C10790,15,35,25,23,0.51,51,22,Female,West
C7811,4,13,24,6,0.51,51,30,Male,North
C8860,11,27,12,17,0.51,51,28,Female,North
C4478,1,7,23,2,0.51,51,25,Female,North
C9994,10,25,17,15,0.51,51,26,Male,North
C2714,8,21,14,12,0.51,51,29,Male,South
C3644,5,15,19,8,0.51,51,19,Female,North
C4022,6,17,15,9,0.51,51,27,Female,West
C7633,4,13,12,6,0.51,51,30,Male,South
C1436,13,31,22,20,0.51,51,25,Female,South
C5755,3,11,31,5,0.51,51,25,Female,West
C2531,4,13,26,6,0.51,51,20,Male,West
C7157,7,19,26,11,0.51,51,18,Female,North
C9306,12,29,13,18,0.51,51,21,Female,West
C8579,7,19,25,11,0.51,51,30,Male,West
C3975,14,33,21,21,0.51,51,21,Male,North
C4207,1,7,17,2,0.51,51,20,Male,East
C7457,14,33,32,21,0.51,51,18,Male,West
C10145,7,19,22,11,0.51,51,25,Female,East
C2822,5,15,34,8,0.51,51,21,Female,East
C5304,12,29,18,18,0.51,51,22,Female,West
C8723,14,33,13,21,0.51,51,21,Male,South
C5663,1,7,13,2,0.51,51,26,Female,South
C10026,11,27,27,17,0.51,51,23,Male,South
C2695,3,11,26,5,0.51,51,19,Female,West
C9039,13,31,28,20,0.51,51,24,Female,East
C5837,2,9,23,3,0.51,51,20,Female,West
C10866,13,31,16,20,0.51,51,28,Male,West
C4619,4,13,28,6,0.51,51,21,Female,North
C8202,4,13,32,6,0.51,51,24,Male,West
C2680,7,19,18,11,0.51,51,30,Female,East
C7192,1,7,18,2,0.51,51,28,Female,West
C4851,11,27,23,17,0.51,51,25,Male,West
C9331,12,29,19,18,0.51,51,24,Female,North
C3133,11,27,28,17,0.51,51,20,Male,West
C3639,1,7,19,2,0.51,51,29,Female,South
C7241,5,15,22,8,0.51,51,23,Male,West
C8130,1,7,29,2,0.51,51,29,Female,South
C3249,5,15,27,8,0.51,51,26,Male,West
C10692,11,27,24,17,0.51,51,21,Female,North
C2027,9,23,30,14,0.51,51,30,Female,North
C2345,7,19,16,11,0.51,51,24,Male,North
C4650,1,7,23,2,0.51,51,18,Female,South
C6841,5,15,15,8,0.51,51,30,Male,East
C3022,10,25,25,15,0.51,51,28,Male,West
C2780,2,9,23,3,0.51,51,21,Male,South
C10954,10,25,20,15,0.51,51,26,Female,North
C3356,2,9,18,3,0.51,51,24,Male,East
C2902,13,31,22,20,0.51,51,25,Female,West
C5026,15,35,31,23,0.51,51,21,Female,West
C1935,10,25,30,15,0.51,51,22,Male,North
C2653,13,31,18,20,0.51,51,25,Female,North
C4669,3,11,22,5,0.51,51,30,Male,East
C5155,12,29,31,18,0.51,51,29,Male,West
C4894,3,11,26,5,0.51,51,19,Male,South
C3450,4,13,16,6,0.51,51,29,Female,West
C9020,13,31,12,20,0.51,51,25,Male,South
C5551,2,9,32,3,0.51,51,18,Female,West
C7876,3,11,17,5,0.51,51,26,Male,North
C4203,11,27,23,17,0.51,51,24,Male,West
C9249,3,11,26,5,0.51,51,22,Female,South
C4609,5,15,13,8,0.51,51,26,Male,South
C7823,10,25,25,15,0.51,51,22,Female,West
C8832,12,29,12,18,0.51,51,24,Male,West
C6068,6,17,28,9,0.51,51,26,Female,North
C10960,14,33,13,21,0.51,51,23,Male,South
C2409,13,31,30,20,0.51,51,18,Male,South
C1006,8,21,16,12,0.51,51,28,Male,South
C3197,5,15,29,8,0.51,51,25,Male,South
C8608,13,31,27,20,0.51,51,20,Female,West
C10178,3,11,19,5,0.51,51,30,Female,North
C3506,12,29,20,18,0.51,51,30,Female,West
C6311,10,25,17,15,0.51,51,28,Male,West
C8586,2,9,22,3,0.51,51,30,Female,West
C11091,9,23,28,14,0.51,51,29,Female,North
C4955,13,31,21,20,0.51,51,19,Female,West
C9117,1,7,11,2,0.51,51,28,Male,South
C6271,7,19,14,11,0.51,51,21,Male,West
C7518,10,25,17,15,0.51,51,19,Male,South
C9824,2,9,23,3,0.51,51,22,Male,West
C5497,14,33,25,21,0.51,51,22,Male,East
C9692,7,19,31,11,0.51,51,20,Female,East
C1859,3,11,21,5,0.51,51,24,Male,West
C1979,7,19,19,11,0.51,51,19,Male,South
C5868,9,23,17,14,0.51,51,30,Male,West
C6022,5,15,23,8,0.52,52,30,Female,South
C6610,8,21,12,12,0.52,52,24,Female,West
C7353,9,23,20,14,0.52,52,26,Male,North
C8483,10,25,17,15,0.52,52,25,Male,West
C9310,10,25,30,15,0.52,52,29,Male,East
C6978,8,21,27,12,0.52,52,21,Male,West
C6588,9,23,15,14,0.52,52,21,Male,North
C6490,6,17,17,9,0.52,52,18,Female,West
C6573,3,11,12,5,0.52,52,27,Female,West
C2706,9,23,20,14,0.52,52,23,Female,South
C10195,12,29,25,18,0.52,52,24,Male,West
C10700,7,19,18,11,0.52,52,23,Male,South
C8247,11,27,25,17,0.52,52,19,Male,South
C5180,14,33,32,21,0.52,52,21,Male,North
C9194,11,27,14,17,0.52,52,24,Female,West
C9858,6,17,30,9,0.52,52,21,Male,North
C8915,14,33,29,21,0.52,52,25,Female,East
C9405,6,17,24,9,0.52,52,20,Female,West
C6818,12,29,23,18,0.52,52,21,Female,South
C10301,6,17,20,9,0.52,52,24,Male,North
C3331,3,11,33,5,0.52,52,23,Female,West
C2791,15,35,32,23,0.52,52,19,Female,East
C4976,13,31,23,20,0.52,52,28,Female,West
C2970,14,33,15,21,0.52,52,29,Female,South
C5528,5,15,20,8,0.52,52,29,Male,South
C3564,11,27,16,17,0.52,52,25,Female,West
C1618,3,11,28,5,0.52,52,20,Male,South
C2143,11,27,32,17,0.52,52,30,Male,South
C4734,14,33,13,21,0.52,52,25,Male,West
C6877,7,19,18,11,0.52,52,29,Female,North
C5523,13,31,10,20,0.52,52,19,Male,East
C6483,2,9,26,3,0.52,52,21,Female,West
C4831,13,31,27,20,0.52,52,28,Female,North
C1868,2,9,18,3,0.52,52,30,Male,South
C4628,14,33,28,21,0.52,52,21,Female,South
C5992,10,25,26,15,0.52,52,23,Female,South
C7640,4,13,20,6,0.52,52,29,Male,East
C9547,8,21,27,12,0.52,52,25,Female,West
C2513,2,9,27,3,0.52,52,28,Male,West
C10659,6,17,14,9,0.52,52,30,Female,West
C4220,5,15,25,8,0.52,52,22,Male,North
C8101,15,35,11,23,0.52,52,26,Male,South
C10489,10,25,25,15,0.52,52,24,Female,East
C1355,15,35,21,23,0.52,52,28,Female,West
C10689,7,19,18,11,0.52,52,26,Female,East
C1172,11,27,23,17,0.52,52,21,Female,East
C2341,3,11,37,5,0.52,52,18,Male,West
C3723,15,35,32,23,0.52,52,21,Male,North
C8975,2,9,21,3,0.52,52,25,Male,North
C6376,8,21,15,12,0.52,52,22,Male,West
C3277,6,17,18,9,0.52,52,25,Male,South
C10945,13,31,26,20,0.52,52,26,Male,West
C5645,12,29,23,18,0.52,52,19,Female,West
C10918,8,21,36,12,0.52,52,28,Female,South
C3138,10,25,16,15,0.52,52,30,Female,West
C7836,8,21,19,12,0.52,52,24,Male,North
C3811,1,7,23,2,0.52,52,19,Male,West
C1686,14,33,11,21,0.52,52,25,Female,South
C7752,6,17,28,9,0.52,52,29,Male,North
C9383,14,33,17,21,0.52,52,24,Male,East
C1515,4,13,18,6,0.52,52,21,Female,West
C2488,1,7,38,2,0.52,52,27,Female,South
C9509,7,19,18,11,0.52,52,21,Male,East
C3360,11,27,20,17,0.52,52,21,Female,West
C9036,2,9,27,3,0.52,52,22,Female,North
C9355,13,31,31,20,0.52,52,23,Male,West
C1338,4,13,30,6,0.52,52,25,Female,South
C7386,15,35,23,23,0.52,52,27,Male,West
C10128,2,9,28,3,0.52,52,19,Female,West
C2114,6,17,34,9,0.52,52,18,Male,West
C5915,1,7,33,2,0.52,52,24,Female,North
C2003,9,23,15,14,0.52,52,18,Female,South
C8494,11,27,21,17,0.52,52,18,Male,West
C4223,10,25,18,15,0.52,52,24,Male,North
C2730,8,21,29,12,0.52,52,30,Male,West
C4640,5,15,14,8,0.52,52,19,Male,North
C6061,2,9,33,3,0.52,52,24,Female,West
C9082,5,15,18,8,0.52,52,24,Male,North
C9821,13,31,27,20,0.52,52,24,Female,West
C9819,11,27,30,17,0.52,52,22,Female,South
C8507,13,31,20,20,0.52,52,25,Female,West
C8371,5,15,19,8,0.52,52,22,Male,South
C4456,13,31,18,20,0.52,52,24,Male,West
C4200,9,23,29,14,0.52,52,27,Female,South
C4812,13,31,29,20,0.52,52,27,Male,West
C3043,3,11,27,5,0.52,52,21,Female,South
C3801,13,31,16,20,0.52,52,24,Male,West
C4511,9,23,22,14,0.52,52,30,Male,North
C5964,8,21,20,12,0.52,52,19,Male,West
C4312,9,23,19,14,0.52,52,23,Male,South
C8562,1,7,23,2,0.52,52,26,Female,West
C1263,11,27,24,17,0.52,52,27,Male,West
C5560,6,17,18,9,0.52,52,24,Female,North
C7328,1,7,17,2,0.52,52,26,Male,South
C5609,7,19,20,11,0.52,52,27,Male,North
C6232,13,31,25,20,0.52,52,24,Male,West
C2315,12,29,35,18,0.52,52,30,Male,North
C6274,4,13,17,6,0.52,52,30,Female,South
C10823,10,25,19,15,0.52,52,27,Male,North
C3146,3,11,12,5,0.52,52,22,Male,East
C3983,8,21,26,12,0.52,52,27,Female,West
C8307,11,27,24,17,0.52,52,27,Female,West
C10607,10,25,21,15,0.52,52,18,Female,South
